uid,n_interactions,n_questions,n_kcs,accuracy_total,repeat_rate,first_accuracy,repeat_accuracy,first_timestamp,last_timestamp,repeat_gain,sequence_duration_days,activity_bucket,cohort
2851,542,405,182,0.9631,0.153137,0.960784,0.975904,1594622947000,1622270713000,0.015119,319.997292,muy alta,high_accuracy_low_repeat
2853,449,363,169,0.783964,0.11804,0.785354,0.773585,1597906513000,1622036938000,-0.011769,279.287326,muy alta,mixed_profile
2856,330,265,138,0.812121,0.142424,0.812721,0.808511,1597306243000,1621762485000,-0.00421,283.058356,media,mixed_profile
2861,271,229,138,0.811808,0.129151,0.809322,0.828571,1597905919000,1621762387000,0.019249,276.116528,baja,mixed_profile
2864,352,289,117,0.809659,0.164773,0.823129,0.741379,1599647629000,1622032462000,-0.08175,259.083715,alta,mixed_profile
2867,644,495,213,0.900621,0.128882,0.896613,0.927711,1594428918000,1621858895000,0.031098,317.476586,muy alta,high_accuracy_low_repeat
2875,446,358,166,0.921525,0.147982,0.915789,0.954545,1596102999000,1621847102000,0.038756,297.964155,muy alta,high_accuracy_low_repeat
2881,271,248,137,0.885609,0.070111,0.884921,0.894737,1595252845000,1621771389000,0.009816,306.927593,baja,high_accuracy_low_repeat
2885,237,201,114,0.860759,0.151899,0.845771,0.944444,1595926510000,1622258135000,0.098673,304.764178,baja,high_accuracy_low_repeat
2887,347,288,138,0.769452,0.121037,0.780328,0.690476,1597571241000,1621340695000,-0.089852,275.109421,alta,mixed_profile
2892,295,259,126,0.877966,0.118644,0.873077,0.914286,1594612958000,1621848771000,0.041209,315.229317,media,high_accuracy_low_repeat
2911,295,257,137,0.874576,0.128814,0.898833,0.710526,1599261264000,1622248084000,-0.188306,266.051157,media,high_accuracy_low_repeat
2913,326,281,128,0.693252,0.128834,0.679577,0.785714,1599308117000,1622263078000,0.106137,265.682419,media,mixed_profile
2914,404,301,151,0.876238,0.14604,0.872464,0.898305,1596350724000,1622208666000,0.025841,299.281736,alta,high_accuracy_low_repeat
2918,390,339,137,0.848718,0.115385,0.843478,0.888889,1593779834000,1622023156000,0.045411,326.890301,alta,mixed_profile
2935,313,270,121,0.913738,0.134185,0.907749,0.952381,1599654387000,1618317234000,0.044632,216.005174,media,high_accuracy_low_repeat
2938,300,257,129,0.916667,0.133333,0.911538,0.95,1595251674000,1620914335000,0.038462,297.021539,media,high_accuracy_low_repeat
2939,254,221,101,0.515748,0.102362,0.504386,0.615385,1599229334000,1620828122000,0.110999,249.985972,baja,mixed_profile
2940,405,325,133,0.837037,0.150617,0.834302,0.852459,1595217565000,1621414165000,0.018157,303.201389,alta,mixed_profile
2948,246,214,116,0.817073,0.089431,0.821429,0.772727,1594460716000,1621684078000,-0.048701,315.085208,baja,mixed_profile
2952,237,194,96,0.687764,0.122363,0.673077,0.793103,1599893870000,1621729552000,0.120027,252.727801,baja,mixed_profile
2955,252,216,133,0.571429,0.119048,0.581081,0.5,1595918753000,1622275019000,-0.081081,305.049375,baja,mixed_profile
2968,240,209,110,0.895833,0.120833,0.895735,0.896552,1595296982000,1621128223000,0.000817,298.972697,baja,high_accuracy_low_repeat
2978,303,260,129,0.90429,0.141914,0.903846,0.906977,1593934621000,1619703945000,0.003131,298.256065,media,high_accuracy_low_repeat
2980,345,297,154,0.857971,0.113043,0.843137,0.974359,1595211417000,1621250047000,0.131222,301.373032,alta,high_accuracy_low_repeat
2984,266,230,138,0.838346,0.12406,0.832618,0.878788,1593596711000,1622189150000,0.04617,330.931007,baja,mixed_profile
2985,568,449,185,0.966549,0.139085,0.96319,0.987342,1595658314000,1621858923000,0.024152,303.247789,muy alta,high_accuracy_low_repeat
2992,240,222,109,0.808333,0.075,0.797297,0.944444,1599989262000,1621762317000,0.147147,252.002951,baja,mixed_profile
2994,304,240,120,0.884868,0.115132,0.884758,0.885714,1599991846000,1621642208000,0.000956,250.582894,media,high_accuracy_low_repeat
2996,347,304,157,0.853026,0.118156,0.862745,0.780488,1597241818000,1621669176000,-0.082257,282.724051,alta,high_accuracy_low_repeat
2998,445,385,166,0.779775,0.123596,0.766667,0.872727,1593822458000,1621691977000,0.106061,322.563877,muy alta,mixed_profile
3001,289,246,132,0.820069,0.138408,0.811245,0.875,1594035033000,1618621557000,0.063755,284.56625,media,mixed_profile
3003,517,457,188,0.84913,0.110251,0.852174,0.824561,1596698757000,1622265127000,-0.027613,295.90706,muy alta,mixed_profile
3007,404,367,166,0.841584,0.081683,0.84097,0.848485,1594035048000,1622261098000,0.007514,326.690394,alta,mixed_profile
3008,436,322,162,0.720183,0.137615,0.712766,0.766667,1597539312000,1622030951000,0.053901,283.468044,muy alta,mixed_profile
3014,239,202,117,0.811715,0.125523,0.803828,0.866667,1599387798000,1622028938000,0.062839,262.050231,baja,mixed_profile
3021,311,268,108,0.948553,0.135048,0.95539,0.904762,1600778153000,1621425957000,-0.050628,238.979213,media,high_accuracy_low_repeat
3022,491,420,172,0.798371,0.14053,0.793839,0.826087,1594034969000,1622258130000,0.032248,326.656956,muy alta,mixed_profile
3026,514,392,172,0.735409,0.149805,0.7254,0.792208,1601096500000,1622289157000,0.066807,245.285382,muy alta,mixed_profile
3043,303,269,135,0.89769,0.108911,0.888889,0.969697,1599649794000,1616067164000,0.080808,190.015856,media,high_accuracy_low_repeat
3046,371,282,147,0.832884,0.118598,0.816514,0.954545,1595670304000,1622195108000,0.138032,307.000046,alta,mixed_profile
3051,289,239,118,0.650519,0.124567,0.656126,0.611111,1594535926000,1621860262000,-0.045015,316.253889,media,mixed_profile
3058,384,333,162,0.786458,0.125,0.791667,0.75,1594466766000,1622289980000,-0.041667,322.02794,alta,mixed_profile
3059,455,368,176,0.962637,0.149451,0.956072,1.0,1594460717000,1621864315000,0.043928,317.171273,muy alta,high_accuracy_low_repeat
3061,435,366,156,0.912644,0.147126,0.908356,0.9375,1597537577000,1622294955000,0.029144,286.543727,muy alta,high_accuracy_low_repeat
3064,449,372,177,0.884187,0.142539,0.888312,0.859375,1595031900000,1622253416000,-0.028937,315.063843,muy alta,high_accuracy_low_repeat
3065,282,216,121,0.641844,0.113475,0.632,0.71875,1594460923000,1621749292000,0.08675,315.837604,media,mixed_profile
3067,234,173,112,0.628205,0.115385,0.642512,0.518519,1597539312000,1622032025000,-0.123994,283.480475,baja,mixed_profile
3069,393,334,148,0.793893,0.091603,0.792717,0.805556,1596347721000,1621855828000,0.012838,295.23272,alta,mixed_profile
3074,337,292,122,0.946588,0.115727,0.946309,0.948718,1594460728000,1615609533000,0.002409,244.777836,alta,high_accuracy_low_repeat
3077,298,224,135,0.718121,0.11745,0.714829,0.742857,1594464574000,1621341788000,0.028028,311.078866,media,mixed_profile
3080,368,320,134,0.907609,0.125,0.909938,0.891304,1599987605000,1621425578000,-0.018634,248.124688,alta,high_accuracy_low_repeat
3082,348,289,153,0.718391,0.149425,0.719595,0.711538,1594428901000,1622023224000,-0.008056,319.378738,alta,mixed_profile
3083,283,234,134,0.908127,0.123675,0.91129,0.885714,1597560339000,1621341175000,-0.025576,275.241157,media,high_accuracy_low_repeat
3090,357,276,127,0.644258,0.114846,0.636076,0.707317,1599869456000,1621729516000,0.071241,253.009954,alta,mixed_profile
3094,224,201,100,0.808036,0.102679,0.79602,0.913043,1594035028000,1622260649000,0.117024,326.685428,baja,mixed_profile
3095,284,239,118,0.25,0.116197,0.239044,0.333333,1596502770000,1621331167000,0.09429,287.365706,media,mixed_profile
3098,354,260,122,0.872881,0.166667,0.867797,0.898305,1600476057000,1621849506000,0.030508,247.377882,alta,high_accuracy_low_repeat
3102,430,378,166,0.809302,0.12093,0.804233,0.846154,1597117487000,1622260883000,0.041921,291.011528,muy alta,mixed_profile
3104,421,326,155,0.793349,0.123515,0.791328,0.807692,1594460743000,1622195199000,0.016364,321.000648,muy alta,mixed_profile
3109,355,267,155,0.794366,0.135211,0.788274,0.833333,1596327913000,1621761822000,0.04506,294.373947,alta,mixed_profile
3123,668,565,202,0.952096,0.140719,0.95122,0.957447,1594466762000,1622204145000,0.006227,321.034525,muy alta,high_accuracy_low_repeat
3125,281,242,122,0.846975,0.120996,0.834008,0.941176,1595209770000,1620978769000,0.107168,298.252303,media,mixed_profile
3128,314,222,136,0.716561,0.146497,0.701493,0.804348,1597539321000,1621682870000,0.102855,279.439225,media,mixed_profile
3133,608,485,194,0.898026,0.144737,0.898077,0.897727,1593772122000,1622264551000,-0.00035,329.773484,muy alta,high_accuracy_low_repeat
3134,279,213,135,0.655914,0.139785,0.658333,0.641026,1595137749000,1621591207000,-0.017308,306.174282,media,mixed_profile
3146,338,283,119,0.976331,0.076923,0.974359,1.0,1599374220000,1615123582000,0.025641,182.284282,alta,high_accuracy_low_repeat
3148,371,330,159,0.752022,0.105121,0.756024,0.717949,1597321906000,1621643492000,-0.038075,281.499838,alta,mixed_profile
3160,244,205,102,0.684426,0.155738,0.694175,0.631579,1599271625000,1620737189000,-0.062596,248.444028,baja,mixed_profile
3169,300,244,121,0.98,0.116667,0.977358,1.0,1593477235000,1609566271000,0.022642,186.215694,media,high_accuracy_low_repeat
3184,491,444,199,0.910387,0.093686,0.930337,0.717391,1597671758000,1621515708000,-0.212946,275.971644,muy alta,high_accuracy_low_repeat
3186,404,365,171,0.871287,0.096535,0.865753,0.923077,1593951426000,1614481982000,0.057323,237.622176,alta,high_accuracy_low_repeat
3193,524,406,175,0.967557,0.125954,0.962882,1.0,1594464575000,1621341455000,0.037118,311.075,muy alta,high_accuracy_low_repeat
3194,445,377,173,0.903371,0.14382,0.895013,0.953125,1595636850000,1622278581000,0.058112,308.353368,muy alta,high_accuracy_low_repeat
3196,462,365,159,0.701299,0.142857,0.699495,0.712121,1600768010000,1622261628000,0.012626,248.768727,muy alta,mixed_profile
3200,275,225,108,0.847273,0.109091,0.84898,0.833333,1602931201000,1621755458000,-0.015646,217.873345,media,mixed_profile
3203,242,209,115,0.966942,0.107438,0.962963,1.0,1594460779000,1622297471000,0.037037,322.183935,baja,high_accuracy_low_repeat
3216,257,198,124,0.579767,0.155642,0.56682,0.65,1597542108000,1622280806000,0.08318,286.327523,baja,mixed_profile
3217,356,306,151,0.876404,0.126404,0.877814,0.866667,1594428904000,1621250735000,-0.011147,310.437859,alta,high_accuracy_low_repeat
3227,294,254,127,0.840136,0.115646,0.834615,0.882353,1593603237000,1621087996000,0.047738,318.110637,media,mixed_profile
3240,384,306,151,0.703125,0.125,0.702381,0.708333,1594460726000,1622180202000,0.005952,320.827269,alta,mixed_profile
3242,525,400,190,0.828571,0.133333,0.81978,0.885714,1594448790000,1622206445000,0.065934,321.269155,muy alta,mixed_profile
3244,446,358,178,0.849776,0.172646,0.840108,0.896104,1594428903000,1622274194000,0.055995,322.283461,muy alta,mixed_profile
3251,482,413,199,0.825726,0.105809,0.835267,0.745098,1593308930000,1622278608000,-0.090169,335.297199,muy alta,mixed_profile
3252,334,295,154,0.958084,0.107784,0.956376,0.972222,1599053319000,1615027488000,0.015846,184.886215,alta,high_accuracy_low_repeat
3258,236,181,107,0.771186,0.088983,0.776744,0.714286,1594427121000,1621340598000,-0.062458,311.498576,baja,mixed_profile
3263,240,203,110,0.966667,0.154167,0.960591,1.0,1593683208000,1622035658000,0.039409,328.153356,baja,high_accuracy_low_repeat
3275,306,221,121,0.754902,0.127451,0.741573,0.846154,1600767915000,1621342218000,0.104581,238.128507,media,mixed_profile
3281,274,210,142,0.645985,0.138686,0.644068,0.657895,1594448702000,1622258466000,0.013827,321.872269,media,mixed_profile
3282,257,233,136,0.875486,0.093385,0.888412,0.75,1595211213000,1621671283000,-0.138412,306.25081,baja,high_accuracy_low_repeat
3284,419,353,141,0.980907,0.155131,0.977401,1.0,1599890912000,1621769978000,0.022599,253.229931,muy alta,high_accuracy_low_repeat
3287,408,350,172,0.933824,0.125,0.927171,0.980392,1594427103000,1622195115000,0.053221,321.389028,alta,high_accuracy_low_repeat
3293,260,195,129,0.634615,0.142308,0.636771,0.621622,1597571189000,1621343705000,-0.01515,275.144861,baja,mixed_profile
3302,249,213,100,0.730924,0.124498,0.724771,0.774194,1595229783000,1609048283000,0.049423,159.936343,baja,mixed_profile
3308,247,218,99,0.753036,0.117409,0.729358,0.931034,1599919427000,1621759650000,0.201677,252.780359,baja,mixed_profile
3309,527,415,178,0.810247,0.121442,0.807775,0.828125,1594428902000,1622278847000,0.02035,322.337326,muy alta,mixed_profile
3318,550,446,196,0.790909,0.143636,0.789809,0.797468,1595303653000,1615110982000,0.007659,229.251493,muy alta,mixed_profile
3326,428,357,164,0.88785,0.151869,0.878788,0.938462,1594439169000,1622258486000,0.059674,321.982836,muy alta,high_accuracy_low_repeat
3335,267,225,113,0.906367,0.157303,0.902222,0.928571,1597571119000,1621748061000,0.026349,279.825718,baja,high_accuracy_low_repeat
3338,480,388,196,0.864583,0.125,0.866667,0.85,1596975280000,1622290182000,-0.016667,292.996551,muy alta,high_accuracy_low_repeat
3347,408,382,183,0.852941,0.063725,0.858639,0.769231,1596414458000,1622285761000,-0.089408,299.436377,alta,high_accuracy_low_repeat
3348,280,230,128,0.560714,0.15,0.579832,0.452381,1594642185000,1621740983000,-0.127451,313.643495,media,mixed_profile
3349,333,228,142,0.591592,0.156156,0.594306,0.576923,1597558528000,1622290482000,-0.017383,286.249468,alta,mixed_profile
3350,372,307,149,0.693548,0.115591,0.702128,0.627907,1597019124000,1622290644000,-0.074221,292.494444,alta,mixed_profile
3351,300,253,119,0.84,0.11,0.835206,0.878788,1599889789000,1621244614000,0.043582,247.162326,media,mixed_profile
3368,259,239,121,0.656371,0.07722,0.656904,0.65,1596449245000,1612269415000,-0.006904,183.103819,baja,mixed_profile
3369,262,237,126,0.641221,0.080153,0.639004,0.666667,1597315337000,1621227662000,0.027663,276.763021,baja,mixed_profile
3372,569,446,190,0.878735,0.133568,0.872211,0.921053,1594460716000,1621739894000,0.048842,315.731227,muy alta,high_accuracy_low_repeat
3373,574,472,193,0.754355,0.12892,0.746,0.810811,1597554200000,1622204197000,0.064811,285.300891,muy alta,mixed_profile
3377,234,181,122,0.384615,0.132479,0.394089,0.322581,1597542095000,1621342973000,-0.071508,275.473125,baja,mixed_profile
3385,520,388,181,0.840385,0.15,0.830317,0.897436,1593699506000,1622282632000,0.067119,330.823218,muy alta,mixed_profile
3386,238,209,126,0.756303,0.121849,0.741627,0.862069,1593332234000,1621147829000,0.120442,321.939757,baja,mixed_profile
3409,548,453,182,0.812044,0.158759,0.819957,0.770115,1594035736000,1622256180000,-0.049842,326.625509,muy alta,mixed_profile
3410,329,300,168,0.942249,0.085106,0.943522,0.928571,1593348718000,1622260548000,-0.01495,334.627662,media,high_accuracy_low_repeat
3416,512,449,205,0.894531,0.105469,0.899563,0.851852,1593330226000,1622196327000,-0.047711,334.098391,muy alta,high_accuracy_low_repeat
3423,537,421,198,0.865922,0.121043,0.868644,0.846154,1594428941000,1622021705000,-0.02249,319.360694,muy alta,high_accuracy_low_repeat
3427,331,264,147,0.746224,0.148036,0.72695,0.857143,1597053335000,1621487532000,0.130193,282.803206,media,mixed_profile
3436,258,210,124,0.860465,0.135659,0.856502,0.885714,1594638662000,1621751740000,0.029212,313.808773,baja,high_accuracy_low_repeat
3437,235,207,123,0.885106,0.114894,0.879808,0.925926,1593342894000,1622033380000,0.046118,332.06581,baja,high_accuracy_low_repeat
3445,301,227,131,0.863787,0.166113,0.868526,0.84,1596522335000,1621848256000,-0.028526,293.124086,media,high_accuracy_low_repeat
3455,451,383,172,0.858093,0.148559,0.851562,0.895522,1596414542000,1621339712000,0.04396,288.485764,muy alta,high_accuracy_low_repeat
3458,302,216,120,0.635762,0.13245,0.625954,0.7,1598057732000,1621341363000,0.074046,269.48647,media,mixed_profile
3474,278,240,134,0.758993,0.133094,0.746888,0.837838,1595929178000,1622201656000,0.09095,304.079606,media,mixed_profile
3478,355,308,153,0.785915,0.109859,0.778481,0.846154,1596441514000,1622248212000,0.067673,298.688634,alta,mixed_profile
3486,287,252,130,0.703833,0.101045,0.693798,0.793103,1595655552000,1621136426000,0.099305,294.917523,media,mixed_profile
3488,425,360,175,0.936471,0.136471,0.940054,0.913793,1596335642000,1622286252000,-0.026261,300.354282,muy alta,high_accuracy_low_repeat
3501,460,368,180,0.952174,0.126087,0.947761,0.982759,1597539313000,1622279837000,0.034997,286.348657,muy alta,high_accuracy_low_repeat
3509,232,192,111,0.793103,0.12931,0.792079,0.8,1595895902000,1621503739000,0.007921,296.387002,baja,mixed_profile
3510,249,188,103,0.819277,0.15261,0.805687,0.894737,1601087905000,1615108134000,0.08905,162.271169,baja,mixed_profile
3511,537,462,177,0.81378,0.13594,0.823276,0.753425,1599048193000,1621763941000,-0.069851,262.91375,muy alta,mixed_profile
3518,232,169,108,0.737069,0.107759,0.743961,0.68,1594448707000,1621345433000,-0.063961,311.304699,baja,mixed_profile
3523,309,243,136,0.81877,0.113269,0.810219,0.885714,1594446194000,1621863243000,0.075495,317.326956,media,mixed_profile
3524,538,425,183,0.678439,0.144981,0.678261,0.679487,1596534314000,1622209980000,0.001226,297.17206,muy alta,mixed_profile
3530,241,208,103,0.975104,0.124481,0.971564,1.0,1599883392000,1615648551000,0.028436,182.467118,baja,high_accuracy_low_repeat
3532,526,417,193,0.874525,0.123574,0.867679,0.923077,1594448718000,1621749331000,0.055398,315.979317,muy alta,high_accuracy_low_repeat
3533,333,262,146,0.84985,0.15015,0.848057,0.86,1595982315000,1621378739000,0.011943,293.940093,alta,mixed_profile
3535,297,211,120,0.929293,0.090909,0.92963,0.925926,1594427111000,1615206291000,-0.003704,240.499769,media,high_accuracy_low_repeat
3549,335,282,135,0.949254,0.134328,0.941379,1.0,1599311858000,1621753071000,0.058621,259.736262,alta,high_accuracy_low_repeat
3555,236,195,106,0.483051,0.144068,0.485149,0.470588,1595241946000,1614863931000,-0.01456,227.106308,baja,mixed_profile
3559,455,374,165,0.826374,0.162637,0.829396,0.810811,1595209649000,1622258138000,-0.018586,313.061215,muy alta,mixed_profile
3562,247,205,127,0.769231,0.121457,0.774194,0.733333,1596509219000,1621345201000,-0.04086,287.453495,baja,mixed_profile
3572,436,368,176,0.850917,0.12156,0.843342,0.90566,1596454555000,1622205190000,0.062318,298.039757,muy alta,high_accuracy_low_repeat
3575,500,396,174,0.544,0.132,0.52765,0.651515,1597539555000,1621775625000,0.123865,280.510069,muy alta,mixed_profile
3584,233,181,91,0.918455,0.094421,0.924171,0.863636,1599987489000,1612236189000,-0.060534,141.767361,baja,high_accuracy_low_repeat
3591,456,373,163,0.868421,0.131579,0.866162,0.883333,1597571766000,1621331703000,0.017172,274.999271,muy alta,high_accuracy_low_repeat
3605,397,286,144,0.831234,0.153652,0.821429,0.885246,1600490375000,1622035202000,0.063817,249.361424,alta,mixed_profile
3616,326,277,120,0.953988,0.147239,0.956835,0.9375,1599565004000,1622199405000,-0.019335,261.972234,media,high_accuracy_low_repeat
3620,318,263,116,0.606918,0.116352,0.601423,0.648649,1599914774000,1621764198000,0.047225,252.886852,media,mixed_profile
3638,319,289,141,0.918495,0.07837,0.914966,0.96,1594466764000,1622209937000,0.045034,321.101539,media,high_accuracy_low_repeat
3641,240,194,126,0.704167,0.145833,0.692683,0.771429,1597539329000,1621343402000,0.078746,275.510104,baja,mixed_profile
3648,351,289,134,0.868946,0.156695,0.864865,0.890909,1595658540000,1622290710000,0.026044,308.242708,alta,high_accuracy_low_repeat
3652,344,287,164,0.991279,0.151163,0.989726,1.0,1597041928000,1621776630000,0.010274,286.281273,alta,high_accuracy_low_repeat
3653,232,202,116,0.672414,0.125,0.694581,0.517241,1596364931000,1622032099000,-0.17734,297.073704,baja,mixed_profile
3656,327,272,140,0.559633,0.11315,0.558621,0.567568,1600480520000,1622294805000,0.008947,252.48015,media,mixed_profile
3659,301,257,129,0.857143,0.129568,0.847328,0.923077,1599308581000,1622203821000,0.075749,264.991204,media,high_accuracy_low_repeat
3666,493,378,166,0.819473,0.129817,0.808858,0.890625,1594428924000,1622282189000,0.081767,322.375752,muy alta,mixed_profile
3667,278,227,129,0.895683,0.100719,0.896,0.892857,1597906517000,1621762017000,-0.003143,276.105324,media,high_accuracy_low_repeat
3677,353,319,136,0.912181,0.096317,0.905956,0.970588,1595670918000,1614411035000,0.064632,216.899502,alta,high_accuracy_low_repeat
3682,644,520,193,0.877329,0.158385,0.887454,0.823529,1595746534000,1615034579000,-0.063924,223.241262,muy alta,high_accuracy_low_repeat
3687,257,206,137,0.766537,0.175097,0.754717,0.822222,1596414338000,1621421855000,0.067505,289.438854,baja,mixed_profile
3698,223,198,108,0.93722,0.098655,0.945274,0.863636,1600496773000,1615191501000,-0.081637,170.07787,baja,high_accuracy_low_repeat
3701,241,193,129,0.825726,0.149378,0.809756,0.916667,1595895920000,1621067697000,0.106911,291.340012,baja,mixed_profile
3707,440,366,180,0.809091,0.143182,0.793103,0.904762,1594034236000,1622204337000,0.111658,326.042836,muy alta,mixed_profile
3709,290,263,132,0.893103,0.089655,0.886364,0.961538,1599891198000,1621433141000,0.075175,249.328044,media,high_accuracy_low_repeat
3711,245,211,111,0.910204,0.134694,0.900943,0.969697,1599908576000,1622285489000,0.068754,258.992049,baja,high_accuracy_low_repeat
3713,252,198,137,0.65873,0.150794,0.635514,0.789474,1597053311000,1622290676000,0.15396,292.099132,baja,mixed_profile
3718,248,222,131,0.512097,0.104839,0.495495,0.653846,1596412342000,1622248718000,0.158351,299.03213,baja,mixed_profile
3719,311,235,131,0.733119,0.18328,0.724409,0.77193,1596091755000,1621346732000,0.04752,292.302975,media,mixed_profile
3723,596,487,192,0.877517,0.16443,0.875502,0.887755,1595746546000,1622258144000,0.012253,306.847199,muy alta,high_accuracy_low_repeat
3726,391,322,136,0.69821,0.148338,0.6997,0.689655,1595746603000,1621654767000,-0.010045,299.863009,alta,mixed_profile
3728,308,262,136,0.88961,0.13961,0.90566,0.790698,1599276737000,1622285393000,-0.114963,266.303889,media,high_accuracy_low_repeat
3733,237,178,120,0.767932,0.118143,0.751196,0.892857,1594460732000,1621743145000,0.141661,315.768669,baja,mixed_profile
3734,251,228,114,0.772908,0.091633,0.763158,0.869565,1596460418000,1617715250000,0.106407,246.005,baja,mixed_profile
3735,405,339,158,0.787654,0.133333,0.777778,0.851852,1594460716000,1622284992000,0.074074,322.040231,alta,mixed_profile
3739,366,278,147,0.800546,0.112022,0.784615,0.926829,1594439148000,1621331348000,0.142214,311.252315,alta,mixed_profile
3742,237,193,118,0.827004,0.113924,0.82381,0.851852,1595895953000,1621737508000,0.028042,299.092072,baja,mixed_profile
3744,368,311,145,0.826087,0.130435,0.834375,0.770833,1599557697000,1622300194000,-0.063542,263.223345,alta,mixed_profile
3749,237,205,120,0.746835,0.109705,0.753555,0.692308,1593931635000,1621761537000,-0.061247,322.105347,baja,mixed_profile
3750,261,238,138,0.800766,0.088123,0.798319,0.826087,1594523926000,1614398212000,0.027768,230.026458,baja,mixed_profile
3754,245,205,108,0.408163,0.126531,0.415888,0.354839,1599207887000,1621073100000,-0.061049,253.069595,baja,mixed_profile
3756,610,484,203,0.777049,0.131148,0.783019,0.7375,1597625781000,1622212321000,-0.045519,284.566435,muy alta,mixed_profile
3757,260,209,128,0.588462,0.142308,0.587444,0.594595,1598003736000,1621341570000,0.007151,270.113819,baja,mixed_profile
3769,294,245,130,0.816327,0.14966,0.816,0.818182,1599263544000,1622248085000,0.002182,266.02478,media,mixed_profile
3771,365,284,160,0.928767,0.153425,0.919094,0.982143,1597019128000,1621342933000,0.063049,281.525521,alta,high_accuracy_low_repeat
3776,615,471,213,0.931707,0.144715,0.927757,0.955056,1594460719000,1621772927000,0.0273,316.113519,muy alta,high_accuracy_low_repeat
3779,280,236,113,0.939286,0.142857,0.945833,0.9,1599974065000,1621254497000,-0.045833,246.301296,media,high_accuracy_low_repeat
3784,332,283,158,0.936747,0.108434,0.935811,0.944444,1594038284000,1615111238000,0.008634,243.899931,media,high_accuracy_low_repeat
3792,234,180,110,0.555556,0.102564,0.547619,0.625,1594433908000,1621331107000,0.077381,311.310174,baja,mixed_profile
3794,279,218,131,0.888889,0.107527,0.883534,0.933333,1594460706000,1621065335000,0.049799,307.923947,media,high_accuracy_low_repeat
3806,285,225,134,0.877193,0.157895,0.866667,0.933333,1594638750000,1621343036000,0.066667,309.077384,media,high_accuracy_low_repeat
3808,260,238,135,0.484615,0.080769,0.48954,0.428571,1596456572000,1616823288000,-0.060968,235.72588,baja,mixed_profile
3812,570,477,221,0.601754,0.138596,0.623218,0.468354,1596454841000,1615087077000,-0.154863,215.65088,muy alta,mixed_profile
3816,239,203,132,0.782427,0.108787,0.784038,0.769231,1594435956000,1621258169000,-0.014807,310.44228,baja,mixed_profile
3817,434,310,146,0.87788,0.168203,0.883657,0.849315,1599213350000,1621590967000,-0.034341,259.000197,muy alta,high_accuracy_low_repeat
3819,312,256,134,0.865385,0.105769,0.867384,0.848485,1596502504000,1622260062000,-0.018899,298.119884,media,high_accuracy_low_repeat
3822,455,366,183,0.718681,0.151648,0.709845,0.768116,1594448730000,1621849514000,0.058271,317.138704,muy alta,mixed_profile
3823,570,493,184,0.754386,0.129825,0.739919,0.851351,1593386408000,1621747398000,0.111432,328.252199,muy alta,mixed_profile
3824,333,297,163,0.822823,0.108108,0.835017,0.722222,1593320603000,1620553973000,-0.112795,315.201042,alta,mixed_profile
3826,352,310,167,0.795455,0.119318,0.796774,0.785714,1595145710000,1619094217000,-0.01106,277.181794,alta,mixed_profile
3832,233,192,127,0.828326,0.111588,0.821256,0.884615,1597539312000,1621769537000,0.063359,280.442419,baja,mixed_profile
3835,250,200,137,0.668,0.132,0.663594,0.69697,1593603209000,1621680192000,0.033375,324.965081,baja,mixed_profile
3838,416,353,177,0.757212,0.125,0.744505,0.846154,1593596707000,1622269521000,0.101648,331.861273,alta,mixed_profile
3841,259,233,102,0.864865,0.100386,0.858369,0.923077,1595066121000,1620480706000,0.064708,294.150289,baja,high_accuracy_low_repeat
3851,517,419,169,0.843327,0.158607,0.848276,0.817073,1595208244000,1622258169000,-0.031203,313.077836,muy alta,mixed_profile
3854,400,339,147,0.825,0.125,0.814286,0.9,1599991443000,1621168085000,0.085714,245.100023,alta,mixed_profile
3861,312,256,126,0.801282,0.115385,0.800725,0.805556,1600940211000,1621595114000,0.004831,239.061377,media,mixed_profile
3862,371,264,144,0.824798,0.118598,0.825688,0.818182,1594460715000,1622291243000,-0.007506,322.112593,alta,mixed_profile
3863,289,238,133,0.868512,0.110727,0.856031,0.96875,1594460745000,1621731454000,0.112719,315.633206,media,high_accuracy_low_repeat
3866,331,263,138,0.812689,0.154079,0.803571,0.862745,1596506405000,1621773578000,0.059174,292.444132,media,mixed_profile
3869,356,290,138,0.747191,0.123596,0.740385,0.795455,1600766913000,1621126339000,0.05507,235.641505,alta,mixed_profile
3870,327,274,138,0.776758,0.122324,0.770035,0.825,1598016296000,1621334841000,0.054965,269.890567,media,mixed_profile
3873,325,268,147,0.723077,0.129231,0.717314,0.761905,1595895958000,1622263803000,0.04459,305.183391,media,mixed_profile
3879,437,330,146,0.713959,0.153318,0.7,0.791045,1595918719000,1622275957000,0.091045,305.060625,muy alta,mixed_profile
3880,354,272,136,0.728814,0.135593,0.72549,0.75,1593931722000,1622033190000,0.02451,325.248472,alta,mixed_profile
3886,643,526,200,0.884914,0.141524,0.88587,0.879121,1597539597000,1622264870000,-0.006749,286.172141,muy alta,high_accuracy_low_repeat
3896,273,226,118,0.948718,0.10989,0.942387,1.0,1596506361000,1617024985000,0.057613,237.484074,baja,high_accuracy_low_repeat
3897,428,370,186,0.885514,0.121495,0.888298,0.865385,1597301737000,1622270980000,-0.022913,288.995868,muy alta,high_accuracy_low_repeat
3903,264,232,133,0.863636,0.113636,0.880342,0.733333,1597220324000,1621143060000,-0.147009,276.883519,baja,high_accuracy_low_repeat
